_id,resultId,examId,examCode,userOpenid,action,questionIndex,timestamp,description,questionType,previousValue,currentValue,answer,from,to
00000000000000000000000000000079,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,1,1782895371380,"拖动D(3→2)，A,B,D,C → A,D,B,C",sorting,"""A,B,D,C""","""A,D,B,C""","""D""",3,2
0000000000000000000000000000007a,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,1,1782895377232,"拖动D(2→3)，A,D,B,C → A,B,D,C",sorting,"""A,D,B,C""","""A,B,D,C""","""D""",2,3
0000000000000000000000000000007b,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,1,1782895385673,离开第1题,,,,,,
0000000000000000000000000000007c,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,4,1782895387428,进入第2题,sorting,,,,,
0000000000000000000000000000007d,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,4,1782895413979,"拖动A(1→2)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""A""",1,2
0000000000000000000000000000007e,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,4,1782895419429,"拖动A(2→1)，B,A,C,D → A,B,C,D",sorting,"""B,A,C,D""","""A,B,C,D""","""A""",2,1
0000000000000000000000000000007f,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,4,1782895424452,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
00000000000000000000000000000080,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,4,1782895429845,"拖动B(3→1)，D,A,B,C → B,D,A,C",sorting,"""D,A,B,C""","""B,D,A,C""","""B""",3,1
00000000000000000000000000000081,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,4,1782895436202,"拖动A(3→4)，B,D,A,C → B,D,C,A",sorting,"""B,D,A,C""","""B,D,C,A""","""A""",3,4
00000000000000000000000000000082,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,4,1782895440536,"拖动D(2→1)，B,D,C,A → D,B,C,A",sorting,"""B,D,C,A""","""D,B,C,A""","""D""",2,1
00000000000000000000000000000083,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,4,1782895449061,离开第2题,,,,,,
00000000000000000000000000000084,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,6,1782895450226,进入第3题,sorting,,,,,
00000000000000000000000000000085,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,6,1782895477647,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
00000000000000000000000000000086,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,6,1782895479089,"拖动B(1→4)，B,C,A,D → C,A,D,B",sorting,"""B,C,A,D""","""C,A,D,B""","""B""",1,4
00000000000000000000000000000087,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,6,1782895484267,"拖动A(2→3)，C,A,D,B → C,D,A,B",sorting,"""C,A,D,B""","""C,D,A,B""","""A""",2,3
00000000000000000000000000000088,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,6,1782895489936,"拖动B(4→2)，C,D,A,B → C,B,D,A",sorting,"""C,D,A,B""","""C,B,D,A""","""B""",4,2
00000000000000000000000000000089,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,6,1782895491383,"拖动D(3→1)，C,B,D,A → D,C,B,A",sorting,"""C,B,D,A""","""D,C,B,A""","""D""",3,1
0000000000000000000000000000008a,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,6,1782895493643,"拖动A(4→3)，D,C,B,A → D,C,A,B",sorting,"""D,C,B,A""","""D,C,A,B""","""A""",4,3
0000000000000000000000000000008b,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,6,1782895500566,离开第3题,,,,,,
0000000000000000000000000000008c,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,2,1782895503855,进入第4题,sorting,,,,,
0000000000000000000000000000008d,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,2,1782895518002,"拖动C(3→1)，A,B,C,D → C,A,B,D",sorting,"""A,B,C,D""","""C,A,B,D""","""C""",3,1
0000000000000000000000000000008e,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,2,1782895522052,"拖动C(1→2)，C,A,B,D → A,C,B,D",sorting,"""C,A,B,D""","""A,C,B,D""","""C""",1,2
0000000000000000000000000000008f,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,2,1782895527094,"拖动B(3→4)，A,C,B,D → A,C,D,B",sorting,"""A,C,B,D""","""A,C,D,B""","""B""",3,4
00000000000000000000000000000090,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,2,1782895532657,"拖动C(2→1)，A,C,D,B → C,A,D,B",sorting,"""A,C,D,B""","""C,A,D,B""","""C""",2,1
00000000000000000000000000000091,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,2,1782895537511,离开第4题,,,,,,
00000000000000000000000000000092,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,5,1782895538861,进入第5题,sorting,,,,,
00000000000000000000000000000093,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,5,1782895556538,"拖动C(3→1)，A,B,C,D → C,A,B,D",sorting,"""A,B,C,D""","""C,A,B,D""","""C""",3,1
00000000000000000000000000000094,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,5,1782895559002,"拖动D(4→2)，C,A,B,D → C,D,A,B",sorting,"""C,A,B,D""","""C,D,A,B""","""D""",4,2
00000000000000000000000000000095,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,5,1782895564833,"拖动D(2→4)，C,D,A,B → C,A,B,D",sorting,"""C,D,A,B""","""C,A,B,D""","""D""",2,4
00000000000000000000000000000096,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,5,1782895573365,离开第5题,,,,,,
00000000000000000000000000000097,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,3,1782895576352,进入第6题,sorting,,,,,
00000000000000000000000000000098,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,3,1782895594420,"拖动B(2→1)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""B""",2,1
00000000000000000000000000000099,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,3,1782895595745,"拖动A(2→3)，B,A,C,D → B,C,A,D",sorting,"""B,A,C,D""","""B,C,A,D""","""A""",2,3
0000000000000000000000000000009a,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,3,1782895601462,"拖动C(2→3)，B,C,A,D → B,A,C,D",sorting,"""B,C,A,D""","""B,A,C,D""","""C""",2,3
0000000000000000000000000000009b,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,3,1782895610826,离开第6题,,,,,,
0000000000000000000000000000009c,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,9,1782895614099,进入第7题,sorting,,,,,
0000000000000000000000000000009d,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,9,1782895621053,"拖动A(1→4)，A,B,C,D → B,C,D,A",sorting,"""A,B,C,D""","""B,C,D,A""","""A""",1,4
0000000000000000000000000000009e,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,9,1782895625186,"拖动C(2→3)，B,C,D,A → B,D,C,A",sorting,"""B,C,D,A""","""B,D,C,A""","""C""",2,3
0000000000000000000000000000009f,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,9,1782895628083,"拖动D(2→1)，B,D,C,A → D,B,C,A",sorting,"""B,D,C,A""","""D,B,C,A""","""D""",2,1
000000000000000000000000000000a0,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,9,1782895635848,离开第7题,,,,,,
000000000000000000000000000000a1,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,10,1782895637274,进入第8题,sorting,,,,,
000000000000000000000000000000a2,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,10,1782895657427,"拖动A(1→4)，A,B,C,D → B,C,D,A",sorting,"""A,B,C,D""","""B,C,D,A""","""A""",1,4
000000000000000000000000000000a3,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,10,1782895658500,"拖动C(2→3)，B,C,D,A → B,D,C,A",sorting,"""B,C,D,A""","""B,D,C,A""","""C""",2,3
000000000000000000000000000000a4,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,10,1782895666528,离开第8题,,,,,,
000000000000000000000000000000a5,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,7,1782895668442,进入第9题,sorting,,,,,
000000000000000000000000000000a6,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,7,1782895681893,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
000000000000000000000000000000a7,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,7,1782895686009,"拖动C(2→1)，A,C,D,B → C,A,D,B",sorting,"""A,C,D,B""","""C,A,D,B""","""C""",2,1
000000000000000000000000000000a8,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,7,1782895691869,"拖动A(2→3)，C,A,D,B → C,D,A,B",sorting,"""C,A,D,B""","""C,D,A,B""","""A""",2,3
000000000000000000000000000000a9,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,7,1782895697202,离开第9题,,,,,,
000000000000000000000000000000aa,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,enter_question,8,1782895700500,进入第10题,sorting,,,,,
000000000000000000000000000000ab,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,8,1782895708431,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
000000000000000000000000000000ac,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,change_sorting_option,8,1782895710655,"拖动D(3→1)，A,C,D,B → D,A,C,B",sorting,"""A,C,D,B""","""D,A,C,B""","""D""",3,1
000000000000000000000000000000ad,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,leave_question,8,1782895712973,离开第10题,,,,,,
000000000000000000000000000000ae,00000000000000000000000000000003,00000000000000000000000000000003,QT-SIM-003-4737,sim_openid_003_147733,submit_exam,-1,1782895713538,提交试卷,,,,,,
000000000000000000000000000000af,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,start_exam,-1,1782896258190,开始答题,,,,,,
000000000000000000000000000000b0,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,enter_exam,-1,1782896258274,进入试卷页面,,,,,,
000000000000000000000000000000b1,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,enter_question,1,1782896260111,进入第1题,sorting,,,,,
000000000000000000000000000000b2,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,1,1782896285248,"拖动C(3→1)，A,B,C,D → C,A,B,D",sorting,"""A,B,C,D""","""C,A,B,D""","""C""",3,1
000000000000000000000000000000b3,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,1,1782896291287,"拖动B(3→2)，C,A,B,D → C,B,A,D",sorting,"""C,A,B,D""","""C,B,A,D""","""B""",3,2
000000000000000000000000000000b4,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,leave_question,1,1782896297782,离开第1题,,,,,,
000000000000000000000000000000b5,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,enter_question,4,1782896300192,进入第2题,sorting,,,,,
000000000000000000000000000000b6,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896312060,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
000000000000000000000000000000b7,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896318197,"拖动C(4→1)，A,B,D,C → C,A,B,D",sorting,"""A,B,D,C""","""C,A,B,D""","""C""",4,1
000000000000000000000000000000b8,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896321710,"拖动B(3→2)，C,A,B,D → C,B,A,D",sorting,"""C,A,B,D""","""C,B,A,D""","""B""",3,2
000000000000000000000000000000b9,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896326530,"拖动D(4→3)，C,B,A,D → C,B,D,A",sorting,"""C,B,A,D""","""C,B,D,A""","""D""",4,3
000000000000000000000000000000ba,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896332836,"拖动A(4→1)，C,B,D,A → A,C,B,D",sorting,"""C,B,D,A""","""A,C,B,D""","""A""",4,1
000000000000000000000000000000bb,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896336361,"拖动B(3→2)，A,C,B,D → A,B,C,D",sorting,"""A,C,B,D""","""A,B,C,D""","""B""",3,2
000000000000000000000000000000bc,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,4,1782896340323,"拖动C(3→4)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""C""",3,4
000000000000000000000000000000bd,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,leave_question,4,1782896346698,离开第2题,,,,,,
000000000000000000000000000000be,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,enter_question,6,1782896348280,进入第3题,sorting,,,,,
000000000000000000000000000000bf,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,6,1782896356536,"拖动A(1→2)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""A""",1,2
000000000000000000000000000000c0,00000000000000000000000000000004,00000000000000000000000000000004,QT-SIM-004-4451,sim_openid_004_774211,change_sorting_option,6,1782896357924,"拖动C(3→4)，B,A,C,D → B,A,D,C",sorting,"""B,A,C,D""","""B,A,D,C""","""C""",3,4
